Poids,Volume,Conductivite,Opacite,Rigidite,Prix_Revente,Categorie,Source,Rapport_Collecte
28.92969640045442,37.154546352521365,0.0,0.282533487362317,4.0,2.8929696400454423,Plastique,Usine_B,"Plastique de tri sélectif à l'Usine B. Masse 28.9 kg. Matériau semi-rigide, faible conductivité. Poids anormalement élevé pour cette catégorie."
168.76016014931568,321.14678059225974,0.0,0.0643165529360058,9.0,5.062804804479471,Verre,Collecte_Citoyenne,Lot de verre trié issu de la collecte citoyenne. Masse 168.8 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Étiquetage absent sur le conteneur.
195.43766972071617,414.96804089294886,0.0,0.0163518063897743,9.0,4.135356069871986,Verre,Usine_A,"Déchets en verre identifiés à l'Usine A. Poids 195.4 kg, volume 415.0 L. Non conducteur, très rigide. Nécessite manipulation avec précaution."
26.20942353817679,31.2272641520206,0.0,0.2010380097534586,3.0,2.620942353817679,Plastique,Collecte_Citoyenne,"Lot plastique via la collecte citoyenne. Volume 31.2 L, poids 26.2 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal."
233.42188314435668,471.893362055585,0.0,0.0124682725022482,10.0,7.0026564943307,Verre,Unknown,"Déchets en verre identifiés sans localisation enregistrée. Poids 233.4 kg, volume 471.9 L. Non conducteur, très rigide. Nécessite manipulation avec précaution."
38.51402092378829,57.26932493164575,0.0,0.553483867864301,4.0,3.851402092378829,Plastique,Collecte_Citoyenne,"Plastique de tri sélectif lors d'une collecte citoyenne. Masse 38.5 kg. Matériau semi-rigide, faible conductivité. Poids anormalement élevé pour cette catégorie."
39.19302869707755,356.54471671091096,0.0,0.0794327665008165,8.0,5.077611719558298,Verre,Collecte_Citoyenne,Lot de verre trié lors d'une collecte citoyenne. Masse non mesuré kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Poids anormalement élevé pour cette catégorie.
39.19302869707755,325.25829955915566,0.0,0.1127930184037672,8.0,4.7060221135460045,Verre,Usine_A,"Bris de verre ou contenants provenant de l'Usine A. Masse non mesuré kg. Matériau dense, rigidité élevée, transparence partielle. Traces d'humidité détectées."
11.767135578787368,1.9033110852868376,0.0,1.0,1.0,0.5883567789393684,Papier,Usine_B,"Collecte de déchets papier en provenance de l'Usine B. Masse 11.8 kg. Matériau souple, sans conductivité électrique. Surface très opaque."
16.09111366265548,50.39350977273257,0.0,1.0,2.0,0.804555683132774,Papier,Unknown,"Feuilles et cartons collectés à l'emplacement non spécifié. Masse totale 16.1 kg. Matériau léger, souple et opaque. Acheminement prioritaire demandé."
14.960136793416911,59.51915636463434,0.0,1.0,3.0,0.7480068396708457,Papier,Collecte_Citoyenne,"Feuilles et cartons collectés issu de la collecte citoyenne. Masse totale 15.0 kg. Matériau léger, souple et opaque. Lot conforme aux standards de tri."
19.62753845673544,35.44830335179871,0.0,0.3135103623194898,5.0,1.962753845673544,Plastique,Collecte_Citoyenne,"Plastique de tri sélectif lors d'une collecte citoyenne. Masse 19.6 kg. Matériau de rigidité non mesurée, faible conductivité. Poids anormalement élevé pour cette catégorie."
32.2599727409403,81.31489423983487,0.0,0.553483867864301,5.0,3.22599727409403,Plastique,Unknown,"Déchet plastique collecté dans un site non renseigné. Poids 32.3 kg, volume 81.3 L. Rigidité rigide, non conducteur. Surface indéterminée."
30.27690931616213,63.101128203067375,0.0,0.2948907166943978,4.0,3.0276909316162133,Unknown,Collecte_Citoyenne,"Lot de déchets non identifiés lors d'une collecte citoyenne. Masse 30.3 kg. Comportement physique atypique, classification incertaine. Traces d'humidité détectées."
23.829095917131248,22.48135100321859,0.0,0.3951239203234952,4.0,4.135356069871986,Plastique,Usine_B,"Déchets plastiques divers en provenance de l'Usine B. Poids estimé 23.8 kg. Opacité légèrement translucide, souplesse variable. Légère contamination observée."
12.038030378805654,6.79624536401499,0.0,1.0,3.0,0.6019015189402828,Papier,Collecte_Citoyenne,"Déchet de type papier identifié issu de la collecte citoyenne. Volume estimé 6.8 L, poids 12.0 kg. Texture semi-rigide, très opaque."
39.19302869707755,117.80468459946516,0.0,1.0,9.0,15.404529012442502,Métal,Centre_Tri,Déchets métalliques triés au Centre de Tri. Poids non mesuré kg. Conductivité mesurée : non mesurée. Matériau dense et résistant. Étiquetage absent sur le conteneur.
17.83170065259511,52.29976482729548,0.0,1.0,5.0,0.8915850326297555,Papier,Usine_B,"Lot de papier récupéré en provenance de l'Usine B. Poids léger de 17.8 kg, volume moyen. Matériau souple, non conducteur, aspect très opaque. Bon état général."
18.20291003474576,20.110137509685565,0.0,1.0,3.0,0.9101455017372878,Papier,Collecte_Citoyenne,"Lot de papier récupéré issu de la collecte citoyenne. Poids léger de 18.2 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général."
39.87493005700723,95.0339478740526,0.0,0.2349160718358701,4.0,3.9874930057007214,Plastique,Usine_A,"Plastique de tri sélectif provenant de l'Usine A. Masse 39.9 kg. Matériau semi-rigide, faible conductivité. Aucune anomalie signalée."
14.669601006763417,5.118878018277702,0.0,1.0,3.0,0.7334800503381709,Papier,Collecte_Citoyenne,"Papier usagé lors d'une collecte citoyenne. Poids relevé : 14.7 kg. Faible rigidité, non conducteur. Traces d'humidité détectées."
12.704199069908544,50.24267733286397,0.0,0.3817071888876399,3.0,1.2704199069908544,Plastique,Collecte_Citoyenne,"Emballages plastiques récupérés via la collecte citoyenne. Masse 12.7 kg, volume 50.2 L. semi-rigide, non conducteur."
40.0629280921444,68.58801879382582,0.0,0.3018562619055055,3.0,4.0062928092144405,Plastique,Centre_Tri,"Lot plastique au centre de tri municipal. Volume 68.6 L, poids 40.1 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal."
15.84864642195187,33.485171226816725,0.0,1.0,3.0,0.7924323210975935,Papier,Usine_A,"Papier usagé à l'Usine A. Poids relevé : 15.8 kg. Faible rigidité, non conducteur. Volume surestimé, vérification recommandée."
182.597693624187,362.0818425405324,0.0,0.1148946226359823,8.0,5.47793080872561,Verre,Centre_Tri,"Déchets en verre identifiés au Centre de Tri. Poids 182.6 kg, volume 362.1 L. Non conducteur, très rigide. Nécessite manipulation avec précaution."
16.68801331037601,25.138487298302675,0.0,0.553483867864301,2.0,0.8344006655188005,Unknown,Usine_B,"Matériau inconnu depuis l'Usine B. Poids 16.7 kg, volume 25.1 L. Propriétés mixtes. Orientation vers tri manuel."
17.580623642888455,44.67112011476039,0.0,0.553483867864301,1.0,0.8790311821444228,Papier,Usine_A,"Lot de papier récupéré provenant de l'Usine A. Poids léger de 17.6 kg, volume petit. Matériau souple, non conducteur, aspect indéterminée. Bon état général."
196.3044945889133,413.3074077194386,0.0,0.1046130849538238,8.0,5.889134837667399,Verre,Usine_A,"Bris de verre ou contenants à l'Usine A. Masse 196.3 kg. Matériau dense, rigidité élevée, transparence partielle. Matériau mélangé à d'autres déchets."
171.89390043967384,362.7401396325759,0.0,0.1633198878943154,10.0,5.156817013190215,Verre,Unknown,"Déchets en verre identifiés dans un site non renseigné. Poids 171.9 kg, volume 362.7 L. Non conducteur, très rigide. Nécessite manipulation avec précaution."
17.762665761737203,41.43634054305746,0.0,1.0,1.0,0.8881332880868602,Papier,Unknown,"Déchet de type papier identifié dans un site non renseigné. Volume estimé 41.4 L, poids 17.8 kg. Texture souple, très opaque."
17.894988409306315,3.52176370759679,0.0,0.4127429918752696,3.0,1.7894988409306316,Plastique,Collecte_Citoyenne,"Déchets plastiques divers lors d'une collecte citoyenne. Poids estimé 17.9 kg. Opacité semi-opaque, souplesse variable. Traces d'humidité détectées."
187.06843674325697,389.5541773642533,0.0,0.553483867864301,9.0,5.6120531022977085,Verre,Collecte_Citoyenne,"Verre recyclable lors d'une collecte citoyenne. Poids 187.1 kg, volume 389.6 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse."
42.14722059686548,66.67716830396574,0.0,0.4774870429613354,5.0,4.214722059686548,Plastique,Centre_Tri,"Déchets plastiques divers au Centre de Tri. Poids estimé 42.1 kg. Opacité semi-opaque, souplesse variable. Volume surestimé, vérification recommandée."
194.36939477239176,88.08421669980203,0.0,0.0684163497431814,9.0,5.831081843171752,Verre,Centre_Tri,Lot de verre trié au Centre de Tri. Masse 194.4 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Matériau mélangé à d'autres déchets.
218.60924891548785,428.32574666606286,0.0,0.553483867864301,10.0,6.5582774674646345,Verre,Usine_A,"Déchet en verre collecté en provenance de l'Usine A. Poids lourd : 218.6 kg, volume 428.3 L. Très rigide, non conducteur, aspect indéterminée."
34.13434903223701,105.80461431563536,0.0,0.3007196235627811,3.0,3.413434903223701,Plastique,Usine_A,"Déchet plastique collecté à l'Usine A. Poids 34.1 kg, volume 105.8 L. Rigidité semi-rigide, non conducteur. Surface légèrement translucide."
18.222144585076467,22.83905742627477,0.0,0.3694387449681932,4.0,1.8222144585076467,Plastique,Collecte_Citoyenne,"Déchet plastique collecté via la collecte citoyenne. Poids 18.2 kg, volume 22.8 L. Rigidité semi-rigide, non conducteur. Surface légèrement translucide."
15.902654209027157,84.67674008602532,0.0,0.553483867864301,1.0,0.7951327104513579,Papier,Centre_Tri,"Lot de papier récupéré depuis le Centre de Tri. Poids léger de 15.9 kg, volume moyen. Matériau souple, non conducteur, aspect indéterminée. Bon état général."
38.67849036663182,58.62670038332891,0.0,0.4371851621035286,3.0,3.8678490366631824,Plastique,Usine_A,"Emballages plastiques récupérés à l'Usine A. Masse 38.7 kg, volume 58.6 L. semi-rigide, non conducteur."
16.08430518491469,88.08421669980203,0.0,1.0,2.0,0.8042152592457346,Papier,Usine_A,"Déchet de type papier identifié à l'Usine A. Volume estimé non mesuré L, poids 16.1 kg. Texture souple, très opaque."
23.97352194694685,73.98402725709559,0.0,0.2275686157468875,5.0,2.3973521946946845,Plastique,Usine_A,"Plastique de tri sélectif en provenance de l'Usine A. Masse 24.0 kg. Matériau rigide, faible conductivité. Lot conforme aux standards de tri."
39.19302869707755,373.0349099659034,0.0,0.1851137025813553,10.0,5.5654950167146415,Verre,Collecte_Citoyenne,"Déchets en verre identifiés issu de la collecte citoyenne. Poids non mesuré kg, volume 373.0 L. Non conducteur, très rigide. Nécessite manipulation avec précaution."
26.70726292944182,88.08421669980203,0.0,0.2662082041469159,4.0,2.6707262929441824,Plastique,Collecte_Citoyenne,"Déchets plastiques divers issu de la collecte citoyenne. Poids estimé 26.7 kg. Opacité légèrement translucide, souplesse variable. Matériau mélangé à d'autres déchets."
12.63286903649752,44.30339843356612,0.0,1.0,2.0,0.6316434518248761,Unknown,Centre_Tri,"Déchet non catégorisé collecté au Centre de Tri. Poids 12.6 kg, volume 44.3 L. Caractéristiques ambiguës. Nécessite analyse complémentaire."
205.56739467090804,364.7200418622535,0.0,0.553483867864301,9.0,6.167021840127241,Verre,Usine_A,"Déchet en verre collecté en provenance de l'Usine A. Poids lourd : 205.6 kg, volume 364.7 L. Très rigide, non conducteur, aspect indéterminée."
39.19302869707755,69.30543669209482,0.0,0.4322353401112173,4.0,2.769065469791322,Plastique,Usine_A,"Plastique de tri sélectif à l'Usine A. Masse non mesuré kg. Matériau semi-rigide, faible conductivité. Volume surestimé, vérification recommandée."
23.275321506294844,88.08421669980203,0.0,0.406069472962725,3.0,2.3275321506294846,Plastique,Usine_A,"Déchets plastiques divers à l'Usine A. Poids estimé 23.3 kg. Opacité semi-opaque, souplesse variable. Conditionnement non conforme au protocole."
45.91717323188156,91.47587499252604,0.0,0.2411925917325262,3.0,4.591717323188156,Plastique,Unknown,"Déchets plastiques divers à l'emplacement non spécifié. Poids estimé 45.9 kg. Opacité légèrement translucide, souplesse variable. Matériau mélangé à d'autres déchets."
146.68272463602514,328.41085814052275,0.0,0.0050772711320689,9.0,4.400481739080754,Verre,Usine_B,Lot de verre trié à l'Usine B. Masse 146.7 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Conditionnement non conforme au protocole.
13.71591486037134,47.91756135633048,0.0,1.0,1.0,0.685795743018567,Papier,Collecte_Citoyenne,"Papier usagé issu de la collecte citoyenne. Poids relevé : 13.7 kg. Faible rigidité, non conducteur. État dégradé, recyclage partiel possible."
39.19302869707755,49.81741242560885,0.0,0.239776557103738,4.0,1.7778721911080546,Plastique,Usine_B,"Déchets plastiques divers à l'Usine B. Poids estimé non mesuré kg. Opacité légèrement translucide, souplesse variable. Matériau mélangé à d'autres déchets."
13.302208279315998,61.89815524388637,0.0,0.5570686844307899,5.0,1.3302208279316,Plastique,Usine_B,"Déchet plastique collecté à l'Usine B. Poids 13.3 kg, volume 61.9 L. Rigidité rigide, non conducteur. Surface semi-opaque."
7.216854132380481,26.55390729167376,0.0,1.0,1.0,0.360842706619024,Papier,Usine_A,"Collecte de déchets papier à l'Usine A. Masse 7.2 kg. Matériau souple, sans conductivité électrique. Surface très opaque."
41.852102915108894,70.30342195911085,0.0,0.3451031578663782,5.0,4.18521029151089,Plastique,Unknown,"Déchet plastique collecté dans un site non renseigné. Poids 41.9 kg, volume 70.3 L. Rigidité de rigidité non mesurée, non conducteur. Surface légèrement translucide."
16.05508733601309,30.175912434618336,0.0,1.0,2.0,0.8027543668006546,Papier,Collecte_Citoyenne,"Feuilles et cartons collectés via la collecte citoyenne. Masse totale 16.1 kg. Matériau léger, souple et opaque. Étiquetage absent sur le conteneur."
26.44967672353276,58.04881813871867,0.0,0.4263106479866242,5.0,2.644967672353276,Unknown,Usine_A,"Lot de déchets non identifiés provenant de l'Usine A. Masse 26.4 kg. Comportement physique atypique, classification incertaine. Légère contamination observée."
23.50714621763085,48.76828209249644,0.0,1.0,2.0,1.175357310881543,Papier,Collecte_Citoyenne,"Feuilles et cartons collectés via la collecte citoyenne. Masse totale 23.5 kg. Matériau léger, souple et opaque. Lot conforme aux standards de tri."
16.51814577894287,47.90157343834004,0.0,0.2557424296291296,5.0,1.651814577894287,Plastique,Collecte_Citoyenne,"Déchet plastique collecté issu de la collecte citoyenne. Poids 16.5 kg, volume 47.9 L. Rigidité rigide, non conducteur. Surface légèrement translucide."
148.66515760800365,292.88242081825047,0.0,0.1801144602472771,9.0,4.45995472824011,Verre,Usine_B,"Déchets en verre identifiés en provenance de l'Usine B. Poids 148.7 kg, volume 292.9 L. Non conducteur, très rigide. Nécessite manipulation avec précaution."
39.19302869707755,95.80203011333614,0.0,0.2426314920514697,4.0,4.810950266331943,Unknown,Centre_Tri,"Matériau inconnu au Centre de Tri. Poids non mesuré kg, volume 95.8 L. Propriétés mixtes. Orientation vers tri manuel."
187.68089202941627,395.0156037377428,0.0,0.1201033720867306,8.0,5.630426760882488,Verre,Centre_Tri,Lot de verre trié au Centre de Tri. Masse 187.7 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Étiquetage absent sur le conteneur.
57.60761935726184,110.90152817649852,0.0,0.5352427852713183,3.0,5.760761935726184,Plastique,Usine_A,"Lot plastique provenant de l'Usine A. Volume 110.9 L, poids 57.6 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal."
191.5084186145031,335.6224090393173,0.0,0.009393193355011,9.0,5.7452525584350935,Verre,Collecte_Citoyenne,"Déchet en verre collecté via la collecte citoyenne. Poids lourd : 191.5 kg, volume 335.6 L. Très rigide, non conducteur, aspect légèrement translucide."
19.122076941287304,35.75187825570522,0.0,0.553483867864301,5.0,0.9561038470643652,Papier,Centre_Tri,"Lot de papier récupéré au centre de tri municipal. Poids léger de 19.1 kg, volume petit. Matériau souple, non conducteur, aspect indéterminée. Bon état général."
197.21900877605023,359.3665431939268,0.0,0.0952100804398199,10.0,5.916570263281508,Verre,Usine_A,"Déchets en verre identifiés provenant de l'Usine A. Poids 197.2 kg, volume 359.4 L. Non conducteur, très rigide. Nécessite manipulation avec précaution."
12.45213159424766,22.426383613684138,0.0,0.4159371115632774,5.0,1.2452131594247662,Plastique,Usine_A,"Lot plastique à l'Usine A. Volume 22.4 L, poids 12.5 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal."
191.2375532835293,361.4985398854252,0.0,0.0948474617400739,8.0,5.73712659850588,Verre,Centre_Tri,Lot de verre trié au centre de tri municipal. Masse 191.2 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Acheminement prioritaire demandé.
31.79845418728059,56.89986292703892,0.0,0.3981965264824794,5.0,3.179845418728059,Plastique,Unknown,"Lot plastique sans localisation enregistrée. Volume 56.9 L, poids 31.8 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal."
20.55309312463569,87.16442420373366,0.0,0.2303733641478488,4.0,2.05530931246357,Plastique,Usine_B,"Emballages plastiques récupérés à l'Usine B. Masse 20.6 kg, volume 87.2 L. semi-rigide, non conducteur."
36.32407739055521,92.099243773645,0.0,0.3088580548919851,4.0,3.6324077390555214,Plastique,Usine_A,"Emballages plastiques récupérés provenant de l'Usine A. Masse 36.3 kg, volume 92.1 L. semi-rigide, non conducteur."
170.76643149960563,328.3548945596872,0.0,0.1614860503633522,8.0,5.122992944988169,Verre,Usine_A,"Déchet en verre collecté à l'Usine A. Poids lourd : 170.8 kg, volume 328.4 L. Très rigide, non conducteur, aspect légèrement translucide."
39.19302869707755,276.3142222715822,0.0,0.1083801894756716,5.0,4.212586899776335,Verre,Usine_A,"Déchet en verre collecté à l'Usine A. Poids lourd : non mesuré kg, volume 276.3 L. Très rigide, non conducteur, aspect légèrement translucide."
204.5009555314071,421.3751502570128,0.0,0.553483867864301,9.0,6.135028665942213,Verre,Centre_Tri,"Déchets en verre identifiés au Centre de Tri. Poids 204.5 kg, volume 421.4 L. Non conducteur, très rigide. Nécessite manipulation avec précaution."
15.198708479552137,30.62438653862866,0.0,1.0,2.0,0.7599354239776068,Papier,Centre_Tri,"Papier usagé au centre de tri municipal. Poids relevé : 15.2 kg. Faible rigidité, non conducteur. Matériau mélangé à d'autres déchets."
134.2034441490676,267.24879015137947,0.0,0.1975336015993294,8.0,4.026103324472028,Verre,Centre_Tri,"Verre recyclable au Centre de Tri. Poids 134.2 kg, volume 267.2 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse."
170.68963152132045,343.6929594825315,0.0,0.1176527513939862,8.0,5.120688945639613,Verre,Centre_Tri,"Verre recyclable au centre de tri municipal. Poids 170.7 kg, volume 343.7 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse."
39.19302869707755,350.7597587153162,0.0,0.1830976595176083,9.0,5.644420953475835,Verre,Collecte_Citoyenne,"Verre recyclable via la collecte citoyenne. Poids non mesuré kg, volume 350.8 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse."
39.19302869707755,21.829874083048622,0.0,1.0,3.0,0.839381560959305,Papier,Centre_Tri,"Déchet de type papier identifié depuis le Centre de Tri. Volume estimé 21.8 L, poids non mesuré kg. Texture semi-rigide, très opaque."
43.56633382183454,32.88285780670961,0.0,0.4578186602503288,4.0,4.356633382183454,Plastique,Collecte_Citoyenne,"Lot plastique via la collecte citoyenne. Volume 32.9 L, poids 43.6 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal."
137.8452023290662,285.7110715284793,0.0,0.0241133771554557,9.0,4.135356069871986,Verre,Collecte_Citoyenne,Lot de verre trié lors d'une collecte citoyenne. Masse 137.8 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Acheminement prioritaire demandé.
30.796578575275863,81.85947787165881,0.0,0.3764128646992646,5.0,3.079657857527587,Plastique,Centre_Tri,"Déchets plastiques divers au centre de tri municipal. Poids estimé 30.8 kg. Opacité légèrement translucide, souplesse variable. Aucune anomalie signalée."
39.19302869707755,47.46794595128932,0.0,0.4157965169501348,3.0,2.813128355838641,Plastique,Usine_A,"Déchet plastique collecté à l'Usine A. Poids non mesuré kg, volume 47.5 L. Rigidité semi-rigide, non conducteur. Surface semi-opaque."
42.30161313457146,101.3244472923334,0.0,0.553483867864301,3.0,4.230161313457146,Plastique,Centre_Tri,"Plastique de tri sélectif au centre de tri municipal. Masse 42.3 kg. Matériau semi-rigide, faible conductivité. Aucune anomalie signalée."
8.252682142872382,28.215433502916348,0.0,1.0,3.0,0.4126341071436191,Unknown,Usine_A,"Matériau inconnu en provenance de l'Usine A. Poids 8.3 kg, volume 28.2 L. Propriétés mixtes. Orientation vers tri manuel."
16.280807292169122,32.163982378560945,0.0,1.0,3.0,0.8140403646084562,Papier,Unknown,"Collecte de déchets papier à l'emplacement non spécifié. Masse 16.3 kg. Matériau semi-rigide, sans conductivité électrique. Surface très opaque."
15.41141994637712,52.13244739406127,0.0,0.553483867864301,3.0,4.135356069871986,Unknown,Centre_Tri,"Déchet non catégorisé collecté depuis le Centre de Tri. Poids 15.4 kg, volume 52.1 L. Caractéristiques ambiguës. Nécessite analyse complémentaire."
179.27168160324177,347.43888322390825,0.0,0.1161514414454655,10.0,5.378150448097252,Verre,Usine_A,"Déchet en verre collecté provenant de l'Usine A. Poids lourd : 179.3 kg, volume 347.4 L. Très rigide, non conducteur, aspect légèrement translucide."
21.939696803294304,39.863556285773925,0.0,0.3345481855313688,3.0,2.19396968032943,Plastique,Usine_A,"Plastique de tri sélectif en provenance de l'Usine A. Masse 21.9 kg. Matériau semi-rigide, faible conductivité. Légère contamination observée."
5.693255481615884,88.08421669980203,0.0,1.0,2.0,0.2846627740807942,Papier,Usine_A,"Papier usagé en provenance de l'Usine A. Poids relevé : 5.7 kg. Faible rigidité, non conducteur. Conditionnement non conforme au protocole."
9.97929616623966,4.60264103039675,0.0,1.0,1.0,0.498964808311983,Papier,Usine_A,"Feuilles et cartons collectés en provenance de l'Usine A. Masse totale 10.0 kg. Matériau léger, souple et opaque. Traces d'humidité détectées."
193.8022503089894,382.6098749614761,0.0,0.0090201354440646,10.0,5.814067509269682,Verre,Usine_B,"Bris de verre ou contenants à l'Usine B. Masse 193.8 kg. Matériau dense, rigidité élevée, transparence partielle. Traces d'humidité détectées."
22.752502464070385,25.53792411336495,0.0,1.0,3.0,1.1376251232035193,Unknown,Usine_A,Déchet inclassifiable détecté à l'Usine A. Masse estimée 22.8 kg. Agent de tri recommande contrôle visuel supplémentaire. Traces d'humidité détectées.
175.02830840560154,333.54491995085385,0.0,0.1758236615124329,9.0,5.250849252168046,Verre,Centre_Tri,"Verre recyclable depuis le Centre de Tri. Poids 175.0 kg, volume 333.5 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse."
15.83226104106528,41.51354736229354,0.0,1.0,1.0,0.791613052053264,Papier,Usine_B,"Lot de papier récupéré depuis l'Usine B. Poids léger de 15.8 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général."
